"DateHour"	"LocationTypeID"	"LocationID"	"VisitID"	"CharacteristicID"	"ResultValue"	"Units"	"Qualifier"	"FlagID"	"SampleTypeID"	"CharacteristicName"	"SampleType"	"Datetime"	"ProjectID"	"SampleDepthType"	"Comment"	"MunicipalityID"	"WaterBodyID"	"Latitude"	"Longitude"	"WaterType"	"LocationTypeName"	"Precip.48"	"Weather"
"109579"	2011-11-16 07:00:00	22	"ALB006"	1910	"DO_SAT"	48.3662715490801	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2011-11-16 07:13:00	"BASE"	NA	"Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"110419"	2011-12-14 07:00:00	22	"ALB006"	1923	"TEMP_WATER"	6	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110423"	2011-12-14 07:00:00	22	"ALB006"	1923	"TSS"	5	"mg/l"	NA	NA	"S"	"Total suspended solids"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110429"	2011-12-14 07:00:00	22	"ALB006"	1923	"ECOLI"	512	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110440"	2011-12-14 07:00:00	22	"ALB006"	1923	"DO_SAT"	66.0245083507334	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110444"	2011-12-14 07:00:00	22	"ALB006"	1923	"DO"	8.2	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110450"	2011-12-14 07:00:00	22	"ALB006"	1923	"TP"	0.05064	"mg/l"	NA	NA	"S"	"Total Phosphorus"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110454"	2011-12-14 07:00:00	22	"ALB006"	1923	"SPCOND"	947	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110457"	2011-12-14 07:00:00	22	"ALB006"	1923	"NO23"	1.04	"mg/l"	NA	NA	"S"	"Nitrate + Nitrite"	"S"	2011-12-14 07:25:00	"BASE"	NA	"Data from USGS station, gage not in water to read value"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.02	"Dry"
"110969"	2012-01-18 07:00:00	22	"ALB006"	1935	"TSS"	5	"mg/l"	"<"	NA	"S"	"Total suspended solids"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"110976"	2012-01-18 07:00:00	22	"ALB006"	1935	"ECOLI"	605	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"110977"	2012-01-18 07:00:00	22	"ALB006"	1935	"TP"	0.061172	"mg/l"	NA	NA	"S"	"Total Phosphorus"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"110985"	2012-01-18 07:00:00	22	"ALB006"	1935	"NH3"	0.296	"mg/l"	NA	NA	"S"	"Ammonia"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"110987"	2012-01-18 07:00:00	22	"ALB006"	1935	"TEMP_WATER"	4.5	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"110988"	2012-01-18 07:00:00	22	"ALB006"	1935	"SPCOND"	1150	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"111000"	2012-01-18 07:00:00	22	"ALB006"	1935	"DO_SAT"	80.5790010046749	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"111007"	2012-01-18 07:00:00	22	"ALB006"	1935	"DO"	10.4	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"111008"	2012-01-18 07:00:00	22	"ALB006"	1935	"NO23"	0.995	"mg/l"	NA	NA	"S"	"Nitrate + Nitrite"	"S"	2012-01-18 07:12:00	"BASE"	NA	"Staff gauge value from USGS at 4:15am"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.15	"Dry"
"111460"	2012-02-15 07:00:00	22	"ALB006"	1949	"TEMP_WATER"	4	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111462"	2012-02-15 07:00:00	22	"ALB006"	1949	"TP"	0.047244	"mg/l"	NA	NA	"S"	"Total Phosphorus"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111463"	2012-02-15 07:00:00	22	"ALB006"	1949	"ECOLI"	281	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111466"	2012-02-15 07:00:00	22	"ALB006"	1949	"TSS"	6	"mg/l"	NA	NA	"S"	"Total suspended solids"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111470"	2012-02-15 07:00:00	22	"ALB006"	1949	"NH3"	0.374	"mg/l"	NA	NA	"S"	"Ammonia"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111474"	2012-02-15 07:00:00	22	"ALB006"	1949	"DO"	9	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111478"	2012-02-15 07:00:00	22	"ALB006"	1949	"DO_SAT"	68.8248774732195	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111487"	2012-02-15 07:00:00	22	"ALB006"	1949	"SPCOND"	1090	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111490"	2012-02-15 07:00:00	22	"ALB006"	1949	"NO23"	1.16	"mg/l"	NA	NA	"S"	"Nitrate + Nitrite"	"S"	2012-02-15 07:14:00	"BASE"	NA	NA	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111758"	2012-03-21 07:00:00	22	"ALB006"	1957	"NH3"	0.41	"mg/l"	NA	NA	"S"	"Ammonia"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111764"	2012-03-21 07:00:00	22	"ALB006"	1957	"TSS"	23.5	"mg/l"	NA	NA	"S"	"Total suspended solids"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111772"	2012-03-21 07:00:00	22	"ALB006"	1957	"TP"	0.103824	"mg/l"	NA	NA	"S"	"Total Phosphorus"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111779"	2012-03-21 07:00:00	22	"ALB006"	1957	"SPCOND"	1170	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111788"	2012-03-21 07:00:00	22	"ALB006"	1957	"DO"	5.2	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111792"	2012-03-21 07:00:00	22	"ALB006"	1957	"TEMP_WATER"	13	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111795"	2012-03-21 07:00:00	22	"ALB006"	1957	"DO_SAT"	49.4728771847122	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111796"	2012-03-21 07:00:00	22	"ALB006"	1957	"ECOLI"	327	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"111803"	2012-03-21 07:00:00	22	"ALB006"	1957	"NO23"	0.861	"mg/l"	NA	NA	"S"	"Nitrate + Nitrite"	"S"	2012-03-21 07:08:00	"BASE"	NA	"Alse used YSI to check data: DO 47.9%, 5.0mg/L, 13.3C (bottom) 48.6%, 5.07mg/L, 13.3C (Surface)"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112153"	2012-04-18 07:00:00	22	"ALB006"	1969	"TSS"	21	"mg/l"	NA	NA	"S"	"Total suspended solids"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112157"	2012-04-18 07:00:00	22	"ALB006"	1969	"DO_SAT"	38.7769600252927	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112158"	2012-04-18 07:00:00	22	"ALB006"	1969	"SPCOND"	1180	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112160"	2012-04-18 07:00:00	22	"ALB006"	1969	"TP"	0.100296	"mg/l"	NA	NA	"S"	"Total Phosphorus"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112161"	2012-04-18 07:00:00	22	"ALB006"	1969	"TEMP_WATER"	15	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112165"	2012-04-18 07:00:00	22	"ALB006"	1969	"ECOLI"	327	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112182"	2012-04-18 07:00:00	22	"ALB006"	1969	"DO"	3.9	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2012-04-18 07:13:00	"BASE"	NA	"Used YSI: DO 38.8%, 3.9mg/L, 15.1C (bottom) 39.5%, 3.96mg/L, 15.1C (Surface); Field duplicate collected"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"112676"	2012-05-16 07:00:00	22	"ALB006"	1982	"NH3"	0.447	"mg/l"	""	""	"S"	"Ammonia"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112679"	2012-05-16 07:00:00	22	"ALB006"	1982	"DO"	4	"mg/l"	""	""	"S"	"Dissolved Oxygen"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112680"	2012-05-16 07:00:00	22	"ALB006"	1982	"ECOLI"	1780	"MPN/100ml"	""	""	"S"	"Escherichia coli"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112685"	2012-05-16 07:00:00	22	"ALB006"	1982	"SPCOND"	683	"uS/cm"	""	""	"S"	"Specific conductance"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112688"	2012-05-16 07:00:00	22	"ALB006"	1982	"DO_SAT"	42.3686375391766	"%"	""	""	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112694"	2012-05-16 07:00:00	22	"ALB006"	1982	"TEMP_WATER"	18	"deg C"	""	""	"S"	"Water Temperature"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112697"	2012-05-16 07:00:00	22	"ALB006"	1982	"NO23"	0.611	"mg/l"	""	""	"S"	"Nitrate + Nitrite"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112718"	2012-05-16 07:00:00	22	"ALB006"	1982	"TSS"	33	"mg/l"	""	""	"S"	"Total suspended solids"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"112719"	2012-05-16 07:00:00	22	"ALB006"	1982	"TP"	0.154604	"mg/l"	""	""	"S"	"Total Phosphorus"	"S"	2012-05-16 07:10:00	"BASE"	NA	"DO 52.2% and 48.8%, 4.99 and 4.66 mg/L, Cond 566 and 568 uS, Sp Cond 662 and 663 uS, Salinity 0.3 and 0.3ppt, Temp 17.5 and 17.5C  (Data collected w/ YSI 85) "	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0.59	"Wet"
"113593"	2012-06-20 07:00:00	22	"ALB006"	1995	"TP"	0.133948	"mg/l"	""	""	"S"	"Total Phosphorus"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113595"	2012-06-20 07:00:00	22	"ALB006"	1995	"TSS"	18	"mg/l"	""	""	"S"	"Total suspended solids"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113619"	2012-06-20 07:00:00	22	"ALB006"	1995	"SPCOND"	917	"uS/cm"	""	""	"S"	"Specific conductance"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113633"	2012-06-20 07:00:00	22	"ALB006"	1995	"TEMP_WATER"	19.8	"deg C"	""	""	"S"	"Water Temperature"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113634"	2012-06-20 07:00:00	22	"ALB006"	1995	"DO"	3.4	"mg/l"	""	""	"S"	"Dissolved Oxygen"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113635"	2012-06-20 07:00:00	22	"ALB006"	1995	"NO23"	0.392	"mg/l"	""	""	"S"	"Nitrate + Nitrite"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113641"	2012-06-20 07:00:00	22	"ALB006"	1995	"NH3"	0.484	"mg/l"	""	""	"S"	"Ammonia"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113644"	2012-06-20 07:00:00	22	"ALB006"	1995	"ECOLI"	211	"MPN/100ml"	""	""	"S"	"Escherichia coli"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"113652"	2012-06-20 07:00:00	22	"ALB006"	1995	"DO_SAT"	37.3594128916876	"%"	""	""	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-06-20 07:15:00	"BASE"	NA	"YSI values: DO 44.4%, 4.05 mg/L, cond 783uS, spec cond. 871 uS, salinity 0.4 ppt, water temp. 19.7C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114495"	2012-07-18 07:00:00	22	"ALB006"	2007	"TEMP_WATER"	24.5	"deg C"	NA	NA	"S"	"Water Temperature"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114497"	2012-07-18 07:00:00	22	"ALB006"	2007	"DO"	2	"mg/l"	NA	NA	"S"	"Dissolved Oxygen"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114504"	2012-07-18 07:00:00	22	"ALB006"	2007	"SPCOND"	890	"uS/cm"	NA	NA	"S"	"Specific conductance"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114511"	2012-07-18 07:00:00	22	"ALB006"	2007	"ECOLI"	213	"MPN/100ml"	NA	NA	"S"	"Escherichia coli"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114512"	2012-07-18 07:00:00	22	"ALB006"	2007	"DO_SAT"	24.0672657033984	"%"	NA	NA	"S"	"Dissolved Oxygen, % saturation"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
"114519"	2012-07-18 07:00:00	22	"ALB006"	2007	"NH3"	0.46	"mg/l"	NA	NA	"S"	"Ammonia"	"S"	2012-07-18 07:20:00	"BASE"	NA	"YSI values: rep 1 DO 26.2%, 2.18 mg/L, cond 816uS, spec cond. 823 uS, salinity 0.4 ppt, water temp. 24.6C;  rep 2 DO 27.6%, 2.29 mg/L, cond 824uS, spec cond. 831 uS, salinity 0.4 ppt, water temp. 24.6C"	"Somerville"	"Alewife Brook"	42.407133	-71.133767	"Fresh"	"River/Stream"	0	"Dry"
