# From roughly 16:30 26 Jan 2014 to 08:30 27 Jan 2014
# Sensor 1 is onboard-temperature
# Sensor 2 is external thermistor temperature in water
# Sensor 3 is garbage
# 
# time         sensor    value
4413           2         285.9810
4419           1         -15.2150
4419           3         303.6370
4419           2         285.9890
4425           1         -15.1800
4425           3         303.6520
4425           2         285.9900
4431           1         -15.3930
4431           3         303.6270
4431           2         285.9890
4437           1         -15.0910
4437           3         303.6320
4437           2         285.9900
4443           1         -14.8770
4443           3         303.6450
4443           2         285.9840
4449           1         -15.1800
4449           3         303.6380
4449           2         285.9780
4455           1         -15.7310
4455           3         303.6380
4455           2         285.9740
4461           1         -15.6780
4461           3         303.6500
4461           2         285.9860
4467           1         -15.0910
4467           3         303.6470
4467           2         285.9770
4473           1         -15.3400
4473           3         303.6430
4473           2         285.9840
4479           1         -15.2150
4479           3         303.6490
4479           2         285.9850
4485           1         -15.4820
4485           3         303.6390
4485           2         285.9910
4491           1         -14.7170
4491           3         303.6490
4491           2         285.9830
4497           1         -15.5180
4497           3         303.6410
4497           2         285.9890
4503           1         -15.3930
4503           3         303.6400
4503           2         285.9850
4509           1         -15.6070
4509           3         303.6440
4509           2         285.9690
4515           1         -15.2150
4515           3         303.6430
4515           2         285.9890
4521           1         -15.2690
4521           3         303.6270
4521           2         285.9790
4527           1         -15.6420
4527           3         303.6300
4527           2         285.9790
4533           1         -15.5530
4533           3         303.6430
4533           2         285.9840
4539           1         -15.8200
4539           3         303.6500
4539           2         285.9860
4545           1         -15.7670
4545           3         303.6500
4545           2         285.9830
4551           1         -15.6420
4551           3         303.6480
4551           2         285.9840
4557           1         -15.6420
4557           3         303.6380
4557           2         285.9690
4563           1         -15.4820
4563           3         303.6580
4563           2         285.9830
4569           1         -15.3400
4569           3         303.6520
4569           2         285.9830
4575           1         -15.7670
4575           3         303.6440
4575           2         285.9840
4581           1         -15.9450
4581           3         303.6440
4581           2         285.9770
4587           1         -15.8910
4587           3         303.6440
4587           2         285.9830
4593           1         -15.6420
4593           3         303.6400
4593           2         285.9910
4599           1         -15.6420
4599           3         303.6430
4599           2         285.9890
4605           1         -15.8910
4605           3         303.6450
4605           2         285.9690
4611           1         -15.9450
4611           3         303.6310
4611           2         285.9720
4617           1         -15.8200
4617           3         303.6520
4617           2         285.9770
4623           1         -15.7310
4623           3         303.6430
4623           2         285.9760
4629           1         -16.1580
4629           3         303.6450
4629           2         285.9890
4635           1         -15.9450
4635           3         303.6520
4635           2         285.9860
4641           1         -15.8560
4641           3         303.6410
4641           2         285.9690
4647           1         -15.7310
4647           3         303.6400
4647           2         285.9840
4653           1         -15.3930
4653           3         303.6480
4653           2         285.9770
4659           1         -15.8910
4659           3         303.6430
4659           2         285.9690
4665           1         -15.6070
4665           3         303.6420
4665           2         285.9840
4671           1         -15.9800
4671           3         303.6240
4671           2         285.9820
4677           1         -16.0340
4677           3         303.6380
4677           2         285.9890
4683           1         -15.8200
4683           3         303.6380
4683           2         285.9830
4689           1         -15.7310
4689           3         303.6480
4689           2         285.9690
4695           1         -16.0340
4695           3         303.6570
4695           2         285.9830
4701           1         -16.5320
4701           3         303.6470
4701           2         285.9830
4707           1         -16.2290
4707           3         303.6340
4707           2         285.9720
4713           1         -16.2290
4713           3         303.6410
4713           2         285.9740
4719           1         -16.4430
4719           3         303.6380
4719           2         285.9760
4725           1         -16.1580
4725           3         303.6430
4725           2         285.9780
4731           1         -16.1580
4731           3         303.6540
4731           2         285.9650
4737           1         -15.8910
4737           3         303.6430
4737           2         285.9690
4743           1         -15.6420
4743           3         303.6480
4743           2         285.9630
4749           1         -15.5530
4749           3         303.6500
4749           2         285.9790
4755           1         -16.2830
4755           3         303.6440
4755           2         285.9850
4761           1         -16.2290
4761           3         303.6350
4761           2         285.9770
4767           1         -16.0340
4767           3         303.6480
4767           2         285.9720
4773           1         -16.0690
4773           3         303.6480
4773           2         285.9760
4779           1         -16.4430
4779           3         303.6450
4779           2         285.9690
4785           1         -16.6210
4785           3         303.6270
4785           2         285.9770
4791           1         -16.2830
4791           3         303.6420
4791           2         285.9770
4797           1         -16.2290
4797           3         303.6480
4797           2         285.9890
4803           1         -16.2830
4803           3         303.6430
4803           2         285.9770
4809           1         -16.9230
4809           3         303.6380
4809           2         285.9770
4815           1         -16.3720
4815           3         303.6380
4815           2         285.9710
4821           1         -15.6780
4821           3         303.6480
4821           2         285.9780
4827           1         -16.5850
4827           3         303.6350
4827           2         285.9850
4833           1         -16.9230
4833           3         303.6420
4833           2         285.9730
4839           1         -16.1940
4839           3         303.6350
4839           2         285.9840
4845           1         -16.2290
4845           3         303.6470
4845           2         285.9800
4851           1         -15.9800
4851           3         303.6440
4851           2         285.9720
4857           1         -16.8700
4857           3         303.6580
4857           2         285.9850
4863           1         -16.5320
4863           3         303.6420
4863           2         285.9760
4869           1         -16.7450
4869           3         303.6380
4869           2         285.9850
4875           1         -16.5320
4875           3         303.6380
4875           2         285.9770
4881           1         -16.5850
4881           3         303.6450
4881           2         285.9810
4887           1         -16.3720
4887           3         303.6470
4887           2         285.9790
4893           1         -16.1050
4893           3         303.6500
4893           2         285.9770
4899           1         -16.4430
4899           3         303.6440
4899           2         285.9880
4905           1         -16.5850
4905           3         303.6470
4905           2         285.9890
4911           1         -16.5320
4911           3         303.6450
4911           2         285.9760
4917           1         -16.4070
4917           3         303.6540
4917           2         285.9830
4923           1         -16.3180
4923           3         303.6450
4923           2         285.9760
4929           1         -16.9230
4929           3         303.6570
4929           2         285.9720
4935           1         -16.9590
4935           3         303.6500
4935           2         285.9770
4941           1         -16.8700
4941           3         303.6430
4941           2         285.9760
4947           1         -16.7450
4947           3         303.6500
4947           2         285.9780
4953           1         -16.7100
4953           3         303.6470
4953           2         285.9770
4959           1         -16.5320
4959           3         303.6450
4959           2         285.9770
4965           1         -16.7810
4965           3         303.6480
4965           2         285.9830
4971           1         -16.7100
4971           3         303.6430
4971           2         285.9830
4977           1         -16.9230
4977           3         303.6590
4977           2         285.9780
4983           1         -16.9230
4983           3         303.6570
4983           2         285.9720
4989           1         -16.4430
4989           3         303.6490
4989           2         285.9770
4995           1         -16.6570
4995           3         303.6490
4995           2         285.9780
5001           1         -16.7100
5001           3         303.6470
5001           2         285.9810
5007           1         -16.7100
5007           3         303.6460
5007           2         285.9760
5013           1         -16.8700
5013           3         303.6380
5013           2         285.9740
5019           1         -17.2620
5019           3         303.6430
5019           2         285.9760
5025           1         -16.9230
5025           3         303.6500
5025           2         285.9960
5031           1         -16.9230
5031           3         303.6420
5031           2         285.9780
5037           1         -16.7450
5037           3         303.6410
5037           2         285.9760
5043           1         -16.9230
5043           3         303.6500
5043           2         285.9640
5049           1         -17.1370
5049           3         303.6560
5049           2         285.9770
5055           1         -17.0480
5055           3         303.6490
5055           2         285.9580
5061           1         -17.0840
5061           3         303.6270
5061           2         285.9690
5067           1         -16.4960
5067           3         303.6440
5067           2         285.9770
5073           1         -17.2620
5073           3         303.6440
5073           2         285.9760
5079           1         -17.2970
5079           3         303.6590
5079           2         285.9690
5085           1         -17.0480
5085           3         303.6530
5085           2         285.9760
5091           1         -17.2080
5091           3         303.6500
5091           2         285.9760
5097           1         -17.4220
5097           3         303.6520
5097           2         285.9760
5103           1         -16.9950
5103           3         303.6360
5103           2         285.9770
5109           1         -16.7810
5109           3         303.6470
5109           2         285.9760
5115           1         -17.3860
5115           3         303.6530
5115           2         285.9760
5121           1         -17.0480
5121           3         303.6480
5121           2         285.9720
5127           1         -17.3860
5127           3         303.6440
5127           2         285.9780
5133           1         -17.6000
5133           3         303.6430
5133           2         285.9720
5139           1         -16.7450
5139           3         303.6380
5139           2         285.9760
5145           1         -17.0480
5145           3         303.6470
5145           2         285.9690
5151           1         -17.2080
5151           3         303.6370
5151           2         285.9710
5157           1         -16.9950
5157           3         303.6480
5157           2         285.9720
5163           1         -17.2620
5163           3         303.6380
5163           2         285.9760
5169           1         -17.2970
5169           3         303.6390
5169           2         285.9620
5175           1         -16.9950
5175           3         303.6480
5175           2         285.9840
5181           1         -17.3860
5181           3         303.6490
5181           2         285.9720
5187           1         -17.2620
5187           3         303.6480
5187           2         285.9690
5193           1         -17.6350
5193           3         303.6500
5193           2         285.9780
5199           1         -17.5110
5199           3         303.6520
5199           2         285.9760
5205           1         -17.3860
5205           3         303.6540
5205           2         285.9630
5211           1         -17.3860
5211           3         303.6500
5211           2         285.9770
5217           1         -17.3860
5217           3         303.6520
5217           2         285.9650
5223           1         -17.4750
5223           3         303.6510
5223           2         285.9830
5229           1         -17.3860
5229           3         303.6380
5229           2         285.9690
5235           1         -17.4750
5235           3         303.6480
5235           2         285.9770
5241           1         -17.2970
5241           3         303.6380
5241           2         285.9690
5247           1         -17.4220
5247           3         303.6520
5247           2         285.9710
5253           1         -18.0270
5253           3         303.6350
5253           2         285.9780
5259           1         -17.0480
5259           3         303.6500
5259           2         285.9710
5265           1         -17.3510
5265           3         303.6500
5265           2         285.9760
5271           1         -17.3860
5271           3         303.6430
5271           2         285.9770
5277           1         -17.4220
5277           3         303.6560
5277           2         285.9710
5283           1         -17.2970
5283           3         303.6510
5283           2         285.9720
5289           1         -17.6000
5289           3         303.6520
5289           2         285.9780
5295           1         -18.0620
5295           3         303.6440
5295           2         285.9600
5301           1         -18.2760
5301           3         303.6500
5301           2         285.9800
5307           1         -17.7240
5307           3         303.6300
5307           2         285.9740
5313           1         -17.5110
5313           3         303.6560
5313           2         285.9690
5319           1         -17.8130
5319           3         303.6480
5319           2         285.9760
5325           1         -17.9020
5325           3         303.6440
5325           2         285.9690
5331           1         -17.7600
5331           3         303.6490
5331           2         285.9760
5337           1         -18.3650
5337           3         303.6540
5337           2         285.9690
5343           1         -17.9730
5343           3         303.6430
5343           2         285.9690
5349           1         -17.3860
5349           3         303.6540
5349           2         285.9690
5355           1         -17.7240
5355           3         303.6500
5355           2         285.9690
5361           1         -17.7240
5361           3         303.6450
5361           2         285.9640
5367           1         -17.8130
5367           3         303.6350
5367           2         285.9760
5373           1         -17.9380
5373           3         303.6400
5373           2         285.9770
5379           1         -17.6890
5379           3         303.6470
5379           2         285.9770
5385           1         -17.7240
5385           3         303.6470
5385           2         285.9690
5391           1         -17.8490
5391           3         303.6500
5391           2         285.9760
5397           1         -18.1510
5397           3         303.6340
5397           2         285.9720
5403           1         -17.3510
5403           3         303.6460
5403           2         285.9690
5409           1         -17.9020
5409           3         303.6530
5409           2         285.9690
5415           1         -17.9380
5415           3         303.6520
5415           2         285.9690
5421           1         -18.0620
5421           3         303.6480
5421           2         285.9760
5427           1         -18.4000
5427           3         303.6560
5427           2         285.9690
5433           1         -18.0620
5433           3         303.6540
5433           2         285.9710
5439           1         -18.3110
5439           3         303.6480
5439           2         285.9690
5445           1         -17.8130
5445           3         303.6520
5445           2         285.9690
5451           1         -18.0620
5451           3         303.6510
5451           2         285.9820
5457           1         -18.2760
5457           3         303.6560
5457           2         285.9760
5463           1         -17.9380
5463           3         303.6530
5463           2         285.9740
5469           1         -18.0270
5469           3         303.6440
5469           2         285.9760
5475           1         -18.3650
5475           3         303.6480
5475           2         285.9830
5481           1         -18.0980
5481           3         303.6500
5481           2         285.9850
5487           1         -17.9730
5487           3         303.6610
5487           2         285.9630
5493           1         -17.9020
5493           3         303.6470
5493           2         285.9830
5499           1         -18.0980
5499           3         303.6370
5499           2         285.9620
5505           1         -18.4000
5505           3         303.6500
5505           2         285.9740
5511           1         -18.3110
5511           3         303.6570
5511           2         285.9580
5517           1         -18.0620
5517           3         303.6400
5517           2         285.9640
5523           1         -18.0620
5523           3         303.6320
5523           2         285.9720
5529           1         -18.0270
5529           3         303.6410
5529           2         285.9770
5535           1         -18.2760
5535           3         303.6320
5535           2         285.9760
5541           1         -18.3650
5541           3         303.6430
5541           2         285.9760
5547           1         -17.6890
5547           3         303.6470
5547           2         285.9690
5553           1         -18.3110
5553           3         303.6450
5553           2         285.9610
5559           1         -18.4540
5559           3         303.6440
5559           2         285.9690
5565           1         -18.0620
5565           3         303.6560
5565           2         285.9720
5571           1         -18.2400
5571           3         303.6370
5571           2         285.9710
5577           1         -18.4000
5577           3         303.6480
5577           2         285.9570
5583           1         -18.1870
5583           3         303.6390
5583           2         285.9580
5589           1         -18.1870
5589           3         303.6440
5589           2         285.9720
5595           1         -18.6490
5595           3         303.6430
5595           2         285.9710
5601           1         -18.2400
5601           3         303.6470
5601           2         285.9690
5607           1         -18.2400
5607           3         303.6480
5607           2         285.9580
5613           1         -18.5250
5613           3         303.6480
5613           2         285.9690
5619           1         -18.4540
5619           3         303.6410
5619           2         285.9690
5625           1         -18.2760
5625           3         303.6480
5625           2         285.9810
5631           1         -18.8270
5631           3         303.6350
5631           2         285.9690
5637           1         -18.7030
5637           3         303.6570
5637           2         285.9690
5643           1         -17.9730
5643           3         303.6520
5643           2         285.9710
5649           1         -18.7030
5649           3         303.6300
5649           2         285.9760
5655           1         -18.7030
5655           3         303.6460
5655           2         285.9690
5661           1         -17.9380
5661           3         303.6350
5661           2         285.9600
5667           1         -18.7920
5667           3         303.6500
5667           2         285.9690
5673           1         -18.2760
5673           3         303.6400
5673           2         285.9710
5679           1         -18.2760
5679           3         303.6590
5679           2         285.9720
5685           1         -18.4540
5685           3         303.6470
5685           2         285.9700
5691           1         -18.1510
5691           3         303.6620
5691           2         285.9750
5697           1         -18.4000
5697           3         303.6560
5697           2         285.9760
5703           1         -18.9520
5703           3         303.6480
5703           2         285.9720
5709           1         -18.4000
5709           3         303.6530
5709           2         285.9760
5715           1         -18.8630
5715           3         303.6540
5715           2         285.9690
5721           1         -18.6140
5721           3         303.6470
5721           2         285.9710
5727           1         -18.7030
5727           3         303.6440
5727           2         285.9640
5733           1         -18.9160
5733           3         303.6510
5733           2         285.9720
5739           1         -18.5780
5739           3         303.6510
5739           2         285.9770
5745           1         -18.3650
5745           3         303.6500
5745           2         285.9710
5751           1         -18.9160
5751           3         303.6580
5751           2         285.9770
5757           1         -18.9520
5757           3         303.6500
5757           2         285.9710
5763           1         -18.7380
5763           3         303.6400
5763           2         285.9690
5769           1         -18.6490
5769           3         303.6500
5769           2         285.9760
5775           1         -18.9160
5775           3         303.6410
5775           2         285.9760
5781           1         -18.7030
5781           3         303.6520
5781           2         285.9710
5787           1         -18.6140
5787           3         303.6480
5787           2         285.9720
5793           1         -18.6140
5793           3         303.6430
5793           2         285.9720
5799           1         -18.5780
5799           3         303.6470
5799           2         285.9830
5805           1         -18.9160
5805           3         303.6490
5805           2         285.9560
5811           1         -18.9520
5811           3         303.6450
5811           2         285.9710
5817           1         -19.2010
5817           3         303.6340
5817           2         285.9690
5823           1         -18.8630
5823           3         303.6430
5823           2         285.9690
5829           1         -18.9160
5829           3         303.6480
5829           2         285.9690
5835           1         -18.7030
5835           3         303.6480
5835           2         285.9710
5841           1         -18.7030
5841           3         303.6400
5841           2         285.9690
5847           1         -19.1660
5847           3         303.6410
5847           2         285.9720
5853           1         -18.6140
5853           3         303.6480
5853           2         285.9710
5859           1         -19.7170
5859           3         303.6440
5859           2         285.9690
5865           1         -18.8270
5865           3         303.6400
5865           2         285.9720
5871           1         -18.9520
5871           3         303.6500
5871           2         285.9720
5877           1         -19.0770
5877           3         303.6510
5877           2         285.9690
5883           1         -19.0050
5883           3         303.6520
5883           2         285.9710
5889           1         -19.2900
5889           3         303.6480
5889           2         285.9760
5895           1         -19.5570
5895           3         303.6510
5895           2         285.9690
5901           1         -19.0770
5901           3         303.6490
5901           2         285.9660
5907           1         -19.0410
5907           3         303.6520
5907           2         285.9770
5913           1         -19.3430
5913           3         303.6470
5913           2         285.9760
5919           1         -19.2550
5919           3         303.6540
5919           2         285.9690
5925           1         -18.7920
5925           3         303.6520
5925           2         285.9770
5931           1         -19.0410
5931           3         303.6460
5931           2         285.9640
5937           1         -19.2010
5937           3         303.6570
5937           2         285.9720
5943           1         -19.3790
5943           3         303.6440
5943           2         285.9740
5949           1         -18.9520
5949           3         303.6500
5949           2         285.9690
5955           1         -18.8630
5955           3         303.6570
5955           2         285.9660
5961           1         -19.5930
5961           3         303.6610
5961           2         285.9650
5967           1         -19.1300
5967           3         303.6500
5967           2         285.9760
5973           1         -19.1660
5973           3         303.6570
5973           2         285.9710
5979           1         -19.1660
5979           3         303.6450
5979           2         285.9500
5985           1         -19.0770
5985           3         303.6580
5985           2         285.9720
5991           1         -19.2550
5991           3         303.6510
5991           2         285.9640
5997           1         -19.6820
5997           3         303.6340
5997           2         285.9650
6003           1         -19.0410
6003           3         303.6480
6003           2         285.9690
6009           1         -19.6820
6009           3         303.6700
6009           2         285.9630
6015           1         -19.5570
6015           3         303.6400
6015           2         285.9760
6021           1         -19.4150
6021           3         303.6420
6021           2         285.9760
6027           1         -19.4680
6027           3         303.6520
6027           2         285.9690
6033           1         -19.1300
6033           3         303.6490
6033           2         285.9690
6039           1         -19.5040
6039           3         303.6500
6039           2         285.9690
6045           1         -19.3430
6045           3         303.6320
6045           2         285.9730
6051           1         -19.6280
6051           3         303.6540
6051           2         285.9760
6057           1         -19.3430
6057           3         303.6540
6057           2         285.9730
6063           1         -19.8420
6063           3         303.6590
6063           2         285.9630
6069           1         -19.4150
6069           3         303.6270
6069           2         285.9740
6075           1         -19.4680
6075           3         303.6700
6075           2         285.9770
6081           1         -18.9520
6081           3         303.6480
6081           2         285.9510
6087           1         -19.2900
6087           3         303.6470
6087           2         285.9690
6093           1         -19.0050
6093           3         303.6520
6093           2         285.9630
6099           1         -19.5570
6099           3         303.6480
6099           2         285.9760
6105           1         -19.4150
6105           3         303.6540
6105           2         285.9770
6111           1         -19.5930
6111           3         303.6570
6111           2         285.9690
6117           1         -19.5930
6117           3         303.6510
6117           2         285.9530
6123           1         -19.2550
6123           3         303.6500
6123           2         285.9690
6129           1         -19.0770
6129           3         303.6350
6129           2         285.9720
6135           1         -19.7170
6135           3         303.6500
6135           2         285.9770
6141           1         -19.5930
6141           3         303.6500
6141           2         285.9720
6147           1         -19.4680
6147           3         303.6510
6147           2         285.9690
6153           1         -19.7530
6153           3         303.6480
6153           2         285.9760
6159           1         -19.4150
6159           3         303.6530
6159           2         285.9630
6165           1         -19.4680
6165           3         303.6410
6165           2         285.9580
6171           1         -19.7530
6171           3         303.6420
6171           2         285.9690
6177           1         -19.7530
6177           3         303.6480
6177           2         285.9690
6183           1         -19.7170
6183           3         303.6590
6183           2         285.9690
6189           1         -19.5570
6189           3         303.6470
6189           2         285.9750
6195           1         -19.5930
6195           3         303.6560
6195           2         285.9700
6201           1         -19.8060
6201           3         303.6480
6201           2         285.9690
6207           1         -19.5040
6207           3         303.6480
6207           2         285.9640
6213           1         -20.3220
6213           3         303.6500
6213           2         285.9710
6219           1         -19.6280
6219           3         303.6520
6219           2         285.9580
6225           1         -19.5930
6225           3         303.6490
6225           2         285.9640
6231           1         -19.5570
6231           3         303.6500
6231           2         285.9710
6237           1         -20.2690
6237           3         303.6500
6237           2         285.9690
6243           1         -19.8060
6243           3         303.6450
6243           2         285.9520
6249           1         -19.4150
6249           3         303.6560
6249           2         285.9690
6255           1         -19.6280
6255           3         303.6510
6255           2         285.9700
6261           1         -19.7170
6261           3         303.6520
6261           2         285.9630
6267           1         -19.5930
6267           3         303.6580
6267           2         285.9810
6273           1         -20.2690
6273           3         303.6560
6273           2         285.9770
6279           1         -20.1090
6279           3         303.6480
6279           2         285.9640
6285           1         -19.7170
6285           3         303.6450
6285           2         285.9690
6291           1         -19.9310
6291           3         303.6570
6291           2         285.9690
6297           1         -19.8420
6297           3         303.6500
6297           2         285.9760
6303           1         -19.8420
6303           3         303.6640
6303           2         285.9690
6309           1         -20.1090
6309           3         303.6480
6309           2         285.9690
6315           1         -20.0200
6315           3         303.6520
6315           2         285.9630
6321           1         -19.8420
6321           3         303.6480
6321           2         285.9570
6327           1         -20.2690
6327           3         303.6560
6327           2         285.9690
6333           1         -20.0550
6333           3         303.6380
6333           2         285.9710
6339           1         -19.8950
6339           3         303.6430
6339           2         285.9690
6345           1         -20.1090
6345           3         303.6510
6345           2         285.9720
6351           1         -19.9660
6351           3         303.6580
6351           2         285.9690
6357           1         -20.5180
6357           3         303.6670
6357           2         285.9690
6363           1         -20.1440
6363           3         303.6610
6363           2         285.9710
6369           1         -20.2690
6369           3         303.6540
6369           2         285.9710
6375           1         -19.5930
6375           3         303.6620
6375           2         285.9760
6381           1         -20.1090
6381           3         303.6480
6381           2         285.9710
6387           1         -20.0550
6387           3         303.6500
6387           2         285.9640
6393           1         -20.1090
6393           3         303.6510
6393           2         285.9760
6399           1         -20.1440
6399           3         303.6570
6399           2         285.9550
6405           1         -20.1440
6405           3         303.6460
6405           2         285.9690
6411           1         -20.1090
6411           3         303.6560
6411           2         285.9600
6417           1         -20.1090
6417           3         303.6480
6417           2         285.9720
6423           1         -20.6960
6423           3         303.6590
6423           2         285.9690
6429           1         -20.1440
6429           3         303.6480
6429           2         285.9710
6435           1         -19.9660
6435           3         303.6570
6435           2         285.9640
6441           1         -20.1090
6441           3         303.6540
6441           2         285.9760
6447           1         -19.8950
6447           3         303.6400
6447           2         285.9620
6453           1         -20.2330
6453           3         303.6500
6453           2         285.9720
6459           1         -20.4470
6459           3         303.6500
6459           2         285.9760
6465           1         -20.1440
6465           3         303.6610
6465           2         285.9720
6471           1         -20.2690
6471           3         303.6580
6471           2         285.9670
6477           1         -20.1800
6477           3         303.6560
6477           2         285.9690
6483           1         -20.2690
6483           3         303.6560
6483           2         285.9630
6489           1         -20.0550
6489           3         303.6510
6489           2         285.9570
6495           1         -20.3930
6495           3         303.6440
6495           2         285.9550
6501           1         -20.2690
6501           3         303.6490
6501           2         285.9710
6507           1         -20.3580
6507           3         303.6360
6507           2         285.9690
6513           1         -20.3930
6513           3         303.6560
6513           2         285.9690
6519           1         -20.0550
6519           3         303.6500
6519           2         285.9690
6525           1         -20.4470
6525           3         303.6450
6525           2         285.9710
6531           1         -20.1090
6531           3         303.6470
6531           2         285.9690
6537           1         -20.3930
6537           3         303.6480
6537           2         285.9700
6543           1         -20.3930
6543           3         303.6380
6543           2         285.9580
6549           1         -20.6600
6549           3         303.6480
6549           2         285.9690
6555           1         -20.2330
6555           3         303.6530
6555           2         285.9690
6561           1         -20.2690
6561           3         303.6400
6561           2         285.9710
6567           1         -20.4470
6567           3         303.6540
6567           2         285.9710
6573           1         -20.4820
6573           3         303.6480
6573           2         285.9720
6579           1         -20.3930
6579           3         303.6480
6579           2         285.9690
6585           1         -20.6960
6585           3         303.6520
6585           2         285.9620
6591           1         -20.1090
6591           3         303.6480
6591           2         285.9550
6597           1         -20.5180
6597           3         303.6450
6597           2         285.9620
6603           1         -21.0700
6603           3         303.6520
6603           2         285.9690
6609           1         -20.9450
6609           3         303.6560
6609           2         285.9570
6615           1         -20.5180
6615           3         303.6560
6615           2         285.9690
6621           1         -20.6960
6621           3         303.6480
6621           2         285.9690
6627           1         -20.1090
6627           3         303.6400
6627           2         285.9510
6633           1         -20.7850
6633           3         303.6500
6633           2         285.9720
6639           1         -20.6960
6639           3         303.6580
6639           2         285.9640
6645           1         -20.5180
6645           3         303.6570
6645           2         285.9600
6651           1         -20.6600
6651           3         303.6850
6651           2         285.9760
6657           1         -20.5180
6657           3         303.6810
6657           2         285.9670
6663           1         -20.4820
6663           3         303.6780
6663           2         285.9690
6669           1         -20.7850
6669           3         303.6800
6669           2         285.9720
6675           1         -20.7850
6675           3         303.6840
6675           2         285.9640
6681           1         -20.7310
6681           3         303.6940
6681           2         285.9690
6687           1         -21.0340
6687           3         303.7270
6687           2         285.9710
6693           1         -20.6960
6693           3         303.7230
6693           2         285.9690
6699           1         -20.6070
6699           3         303.7270
6699           2         285.9810
6705           1         -20.6960
6705           3         303.7310
6705           2         285.9650
6711           1         -20.6960
6711           3         303.7560
6711           2         285.9720
6717           1         -21.2120
6717           3         303.7370
6717           2         285.9770
6723           1         -21.4970
6723           3         303.7480
6723           2         285.9690
6729           1         -20.7850
6729           3         303.7500
6729           2         285.9720
6735           1         -20.9090
6735           3         303.7360
6735           2         285.9770
6741           1         -20.2690
6741           3         303.7480
6741           2         285.9710
6747           1         -20.7310
6747           3         303.7500
6747           2         285.9690
6753           1         -20.6070
6753           3         303.7430
6753           2         285.9720
6759           1         -20.8740
6759           3         303.7200
6759           2         285.9630
6765           1         -20.4820
6765           3         303.7090
6765           2         285.9710
6771           1         -20.7310
6771           3         303.7340
6771           2         285.9720
6777           1         -20.8200
6777           3         303.7150
6777           2         285.9710
6783           1         -21.1230
6783           3         303.7230
6783           2         285.9690
6789           1         -20.9090
6789           3         303.7290
6789           2         285.9660
6795           1         -20.8740
6795           3         303.7480
6795           2         285.9710
6801           1         -20.6960
6801           3         303.7060
6801           2         285.9690
6807           1         -21.0340
6807           3         303.7230
6807           2         285.9720
6813           1         -20.6070
6813           3         303.6980
6813           2         285.9710
6819           1         -20.8200
6819           3         303.6630
6819           2         285.9730
6825           1         -20.8200
6825           3         303.6610
6825           2         285.9690
6831           1         -20.8200
6831           3         303.6610
6831           2         285.9530
6837           1         -20.9450
6837           3         303.6680
6837           2         285.9710
6843           1         -21.2480
6843           3         303.6630
6843           2         285.9660
6849           1         -21.2830
6849           3         303.6670
6849           2         285.9640
6855           1         -21.2480
6855           3         303.6580
6855           2         285.9690
6861           1         -21.1590
6861           3         303.6730
6861           2         285.9710
6867           1         -21.1230
6867           3         303.6720
6867           2         285.9580
6873           1         -20.9980
6873           3         303.6710
6873           2         285.9460
6879           1         -20.9980
6879           3         303.6610
6879           2         285.9510
6885           1         -21.2120
6885           3         303.6750
6885           2         285.9630
6891           1         -20.9450
6891           3         303.6970
6891           2         285.9640
6897           1         -21.4250
6897           3         303.7010
6897           2         285.9690
6903           1         -21.1590
6903           3         303.6740
6903           2         285.9690
6909           1         -21.4250
6909           3         303.6540
6909           2         285.9690
6915           1         -20.9980
6915           3         303.6810
6915           2         285.9710
6921           1         -21.2120
6921           3         303.7350
6921           2         285.9660
6927           1         -21.3360
6927           3         303.7470
6927           2         285.9690
6933           1         -21.1590
6933           3         303.7310
6933           2         285.9640
6939           1         -21.2830
6939           3         303.6980
6939           2         285.9760
6945           1         -21.1590
6945           3         303.7140
6945           2         285.9640
6951           1         -21.4970
6951           3         303.6560
6951           2         285.9470
6957           1         -20.6960
6957           3         303.6740
6957           2         285.9690
6963           1         -20.7850
6963           3         303.7010
6963           2         285.9640
6969           1         -21.0340
6969           3         303.6900
6969           2         285.9630
6975           1         -21.2480
6975           3         303.6620
6975           2         285.9630
6981           1         -21.4610
6981           3         303.6700
6981           2         285.9690
6987           1         -21.4250
