# From roughly 16:30 26 Jan 2014 to 08:30 27 Jan 2014
# Sensor 1 is onboard-temperature
# Sensor 2 is external thermistor temperature in water
# Sensor 3 is garbage
# 
# time         sensor    value
39849          1         -57.4240
39849          3         304.0820
39849          2         285.9480
39855          1         -57.4590
39855          3         304.0760
39855          2         285.9640
39861          1         -57.3350
39861          3         304.0730
39861          2         285.9630
39867          1         -57.4590
39867          3         304.0550
39867          2         285.9700
39873          1         -57.2460
39873          3         304.0640
39873          2         285.9660
39879          1         -57.4240
39879          3         304.0720
39879          2         285.9640
39885          1         -57.2810
39885          3         304.0730
39885          2         285.9690
39891          1         -57.4590
39891          3         304.0860
39891          2         285.9710
39897          1         -57.3700
39897          3         304.0670
39897          2         285.9570
39903          1         -57.6370
39903          3         304.0590
39903          2         285.9600
39909          1         -57.5480
39909          3         304.0470
39909          2         285.9580
39915          1         -56.7830
39915          3         304.0660
39915          2         285.9630
39921          1         -57.2810
39921          3         304.0460
39921          2         285.9580
39927          1         -57.4590
39927          3         304.0360
39927          2         285.9660
39933          1         -57.3350
39933          3         304.0240
39933          2         285.9690
39939          1         -57.4590
39939          3         304.0570
39939          2         285.9620
39945          1         -57.4590
39945          3         304.0300
39945          2         285.9460
39951          1         -57.4240
39951          3         304.0380
39951          2         285.9470
39957          1         -57.1570
39957          3         304.0410
39957          2         285.9640
39963          1         -57.4590
39963          3         304.0720
39963          2         285.9610
39969          1         -57.7090
39969          3         304.0730
39969          2         285.9710
39975          1         -57.3350
39975          3         304.0590
39975          2         285.9560
39981          1         -57.4590
39981          3         304.0370
39981          2         285.9510
39987          1         -57.2100
39987          3         304.0630
39987          2         285.9570
39993          1         -57.3350
39993          3         304.0890
39993          2         285.9730
39999          1         -57.4590
39999          3         304.0840
39999          2         285.9470
40005          1         -56.7830
40005          3         304.0650
40005          2         285.9630
40011          1         -57.1210
40011          3         304.0540
40011          2         285.9550
40017          1         -57.6730
40017          3         304.0460
40017          2         285.9640
40023          1         -57.2810
40023          3         304.0400
40023          2         285.9690
40029          1         -57.4950
40029          3         304.0500
40029          2         285.9630
40035          1         -57.6730
40035          3         304.0770
40035          2         285.9700
40041          1         -57.5480
40041          3         304.0550
40041          2         285.9640
40047          1         -57.7090
40047          3         304.0640
40047          2         285.9590
40053          1         -57.7980
40053          3         304.0520
40053          2         285.9490
40059          1         -57.4240
40059          3         304.0340
40059          2         285.9560
40065          1         -57.5480
40065          3         304.0410
40065          2         285.9660
40071          1         -57.1570
40071          3         304.0220
40071          2         285.9570
40077          1         -57.6730
40077          3         304.0620
40077          2         285.9580
40083          1         -57.7620
40083          3         304.0710
40083          2         285.9630
40089          1         -57.5480
40089          3         304.0500
40089          2         285.9640
40095          1         -57.6370
40095          3         304.0840
40095          2         285.9610
40101          1         -57.3350
40101          3         304.0630
40101          2         285.9670
40107          1         -57.5480
40107          3         304.0380
40107          2         285.9580
40113          1         -57.4590
40113          3         304.0520
40113          2         285.9640
40119          1         -57.4950
40119          3         304.0570
40119          2         285.9640
40125          1         -57.3350
40125          3         304.0750
40125          2         285.9690
40131          1         -57.7620
40131          3         304.0680
40131          2         285.9700
40137          1         -57.3700
40137          3         304.0240
40137          2         285.9620
40143          1         -57.4240
40143          3         304.0500
40143          2         285.9620
40149          1         -57.6370
40149          3         304.0570
40149          2         285.9510
40155          1         -57.4240
40155          3         304.0740
40155          2         285.9630
40161          1         -57.4590
40161          3         304.0330
40161          2         285.9640
40167          1         -57.2100
40167          3         304.0630
40167          2         285.9690
40173          1         -57.5480
40173          3         304.0620
40173          2         285.9660
40179          1         -57.5840
40179          3         304.0840
40179          2         285.9720
40185          1         -57.5840
40185          3         304.0410
40185          2         285.9610
40191          1         -57.6730
40191          3         304.0540
40191          2         285.9560
40197          1         -57.6370
40197          3         304.0600
40197          2         285.9670
40203          1         -57.2810
40203          3         304.0460
40203          2         285.9690
40209          1         -57.5480
40209          3         304.0660
40209          2         285.9690
40215          1         -57.5480
40215          3         304.0500
40215          2         285.9630
40221          1         -57.4590
40221          3         304.0340
40221          2         285.9630
40227          1         -57.7620
40227          3         304.0440
40227          2         285.9580
40233          1         -57.7090
40233          3         304.0750
40233          2         285.9640
40239          1         -58.1000
40239          3         304.0750
40239          2         285.9690
40245          1         -57.7980
40245          3         304.0570
40245          2         285.9560
40251          1         -57.6730
40251          3         304.0380
40251          2         285.9580
40257          1         -57.5840
40257          3         304.0620
40257          2         285.9690
40263          1         -57.6370
40263          3         304.0600
40263          2         285.9610
40269          1         -57.3700
40269          3         304.0720
40269          2         285.9710
40275          1         -57.7620
40275          3         304.0690
40275          2         285.9560
40281          1         -57.9220
40281          3         304.0840
40281          2         285.9630
40287          1         -57.7620
40287          3         304.0470
40287          2         285.9630
40293          1         -57.5840
40293          3         304.0520
40293          2         285.9580
40299          1         -57.7620
40299          3         304.0750
40299          2         285.9600
40305          1         -57.6370
40305          3         304.0530
40305          2         285.9760
40311          1         -57.4950
40311          3         304.0620
40311          2         285.9450
40317          1         -57.3350
40317          3         304.0570
40317          2         285.9620
40323          1         -57.6730
40323          3         304.0580
40323          2         285.9580
40329          1         -57.4950
40329          3         304.0680
40329          2         285.9640
40335          1         -57.5480
40335          3         304.0570
40335          2         285.9600
40341          1         -57.7620
40341          3         304.0460
40341          2         285.9630
40347          1         -57.6730
40347          3         304.0790
40347          2         285.9670
40353          1         -57.7620
40353          3         304.0650
40353          2         285.9580
40359          1         -57.2100
40359          3         304.0620
40359          2         285.9690
40365          1         -57.6730
40365          3         304.0580
40365          2         285.9630
40371          1         -57.8330
40371          3         304.0770
40371          2         285.9610
40377          1         -57.5480
40377          3         304.0460
40377          2         285.9560
40383          1         -57.4950
40383          3         304.0790
40383          2         285.9640
40389          1         -57.4590
40389          3         304.0790
40389          2         285.9690
40395          1         -57.5840
40395          3         304.0310
40395          2         285.9720
40401          1         -57.7980
40401          3         304.0660
40401          2         285.9530
40407          1         -57.4590
40407          3         304.0540
40407          2         285.9620
40413          1         -57.6730
40413          3         304.0790
40413          2         285.9610
40419          1         -57.5480
40419          3         304.0670
40419          2         285.9560
40425          1         -58.0470
40425          3         304.0650
40425          2         285.9630
40431          1         -57.5480
40431          3         304.0600
40431          2         285.9620
40437          1         -57.8330
40437          3         304.0750
40437          2         285.9620
40443          1         -57.5840
40443          3         304.0820
40443          2         285.9620
40449          1         -57.4590
40449          3         304.0690
40449          2         285.9620
40455          1         -57.7980
40455          3         304.0220
40455          2         285.9570
40461          1         -57.6730
40461          3         304.0410
40461          2         285.9670
40467          1         -57.5480
40467          3         304.0580
40467          2         285.9600
40473          1         -57.6730
40473          3         304.0530
40473          2         285.9620
40479          1         -57.4590
40479          3         304.0290
40479          2         285.9620
40485          1         -57.9750
40485          3         304.0620
40485          2         285.9690
40491          1         -57.7090
40491          3         304.0600
40491          2         285.9630
40497          1         -57.6370
40497          3         304.0550
40497          2         285.9620
40503          1         -57.8860
40503          3         304.0380
40503          2         285.9660
40509          1         -57.7620
40509          3         304.0600
40509          2         285.9580
40515          1         -57.4950
40515          3         304.0560
40515          2         285.9610
40521          1         -57.8330
40521          3         304.0610
40521          2         285.9560
40527          1         -57.5480
40527          3         304.0690
40527          2         285.9630
40533          1         -57.5480
40533          3         304.0470
40533          2         285.9680
40539          1         -57.7090
40539          3         304.0640
40539          2         285.9430
40545          1         -57.9750
40545          3         304.0540
40545          2         285.9590
40551          1         -57.5480
40551          3         304.0600
40551          2         285.9610
40557          1         -57.5840
40557          3         304.0600
40557          2         285.9560
40563          1         -57.8330
40563          3         304.0340
40563          2         285.9490
40569          1         -57.5840
40569          3         304.0590
40569          2         285.9580
40575          1         -57.6730
40575          3         304.0600
40575          2         285.9550
40581          1         -57.7620
40581          3         304.0620
40581          2         285.9510
40587          1         -58.1360
40587          3         304.0690
40587          2         285.9640
40593          1         -58.1000
40593          3         304.0590
40593          2         285.9700
40599          1         -57.7980
40599          3         304.0650
40599          2         285.9590
40605          1         -57.7090
40605          3         304.0670
40605          2         285.9620
40611          1         -57.8860
40611          3         304.0400
40611          2         285.9610
40617          1         -57.8860
40617          3         304.0480
40617          2         285.9560
40623          1         -57.9220
40623          3         304.0460
40623          2         285.9560
40629          1         -58.1360
40629          3         304.0540
40629          2         285.9510
40635          1         -57.9750
40635          3         304.0720
40635          2         285.9700
40641          1         -57.4590
40641          3         304.0360
40641          2         285.9560
40647          1         -58.0110
40647          3         304.0650
40647          2         285.9620
40653          1         -57.7980
40653          3         304.0780
40653          2         285.9600
40659          1         -58.0110
40659          3         304.0660
40659          2         285.9650
40665          1         -57.9220
40665          3         304.0430
40665          2         285.9590
40671          1         -57.7090
40671          3         304.0710
40671          2         285.9540
40677          1         -57.9220
40677          3         304.0680
40677          2         285.9510
40683          1         -57.9220
40683          3         304.0330
40683          2         285.9600
40689          1         -58.0470
40689          3         304.0300
40689          2         285.9540
40695          1         -57.7620
40695          3         304.0540
40695          2         285.9690
40701          1         -58.0110
40701          3         304.0470
40701          2         285.9580
40707          1         -58.0110
40707          3         304.0330
40707          2         285.9640
40713          1         -58.1360
40713          3         304.0560
40713          2         285.9550
40719          1         -58.0110
40719          3         304.0410
40719          2         285.9620
40725          1         -57.8860
40725          3         304.0270
40725          2         285.9550
40731          1         -58.0470
40731          3         304.0590
40731          2         285.9690
40737          1         -57.4240
40737          3         304.0270
40737          2         285.9590
40743          1         -57.7620
40743          3         304.0440
40743          2         285.9690
40749          1         -57.7980
40749          3         304.0440
40749          2         285.9630
40755          1         -57.5840
40755          3         304.0460
40755          2         285.9480
40761          1         -57.7620
40761          3         304.0490
40761          2         285.9690
40767          1         -58.1360
40767          3         304.0470
40767          2         285.9570
40773          1         -58.3490
40773          3         304.0310
40773          2         285.9550
40779          1         -58.1890
40779          3         304.0410
40779          2         285.9550
40785          1         -57.9220
40785          3         304.0290
40785          2         285.9570
40791          1         -58.0110
40791          3         304.0270
40791          2         285.9620
40797          1         -57.4950
40797          3         304.0350
40797          2         285.9660
40803          1         -58.3490
40803          3         304.0240
40803          2         285.9590
40809          1         -57.8330
40809          3         304.0440
40809          2         285.9460
40815          1         -58.0470
40815          3         304.0230
40815          2         285.9590
40821          1         -58.1890
40821          3         303.9990
40821          2         285.9690
40827          1         -57.9750
40827          3         304.0290
40827          2         285.9640
40833          1         -57.9750
40833          3         304.0460
40833          2         285.9640
40839          1         -57.9220
40839          3         304.0290
40839          2         285.9640
40845          1         -57.9750
40845          3         304.0580
40845          2         285.9500
40851          1         -58.3490
40851          3         304.0160
40851          2         285.9660
40857          1         -57.8860
40857          3         304.0280
40857          2         285.9510
40863          1         -57.9220
40863          3         303.9960
40863          2         285.9590
40869          1         -58.2600
40869          3         303.9910
40869          2         285.9630
40875          1         -58.1360
40875          3         304.0040
40875          2         285.9500
40881          1         -58.1000
40881          3         304.0360
40881          2         285.9360
40887          1         -58.3490
40887          3         304.0550
40887          2         285.9500
40893          1         -58.2600
40893          3         303.9900
40893          2         285.9550
40899          1         -58.2250
40899          3         303.9550
40899          2         285.9600
40905          1         -57.9220
40905          3         304.0570
40905          2         285.9610
40911          1         -58.0110
40911          3         303.9940
40911          2         285.9630
40917          1         -57.8860
40917          3         304.0500
40917          2         285.9550
40923          1         -58.0110
40923          3         304.0490
40923          2         285.9550
40929          1         -57.9750
40929          3         304.0350
40929          2         285.9420
40935          1         -58.2250
40935          3         304.0380
40935          2         285.9440
40941          1         -58.1000
40941          3         304.0400
40941          2         285.9590
40947          1         -58.4030
40947          3         303.9930
40947          2         285.9630
40953          1         -58.4740
40953          3         304.0280
40953          2         285.9460
40959          1         -57.7980
40959          3         304.0050
40959          2         285.9600
40965          1         -58.0470
40965          3         304.0500
40965          2         285.9640
40971          1         -58.1890
40971          3         304.0410
40971          2         285.9610
40977          1         -58.1890
40977          3         304.0370
40977          2         285.9610
40983          1         -58.4740
40983          3         304.0430
40983          2         285.9630
40989          1         -58.3140
40989          3         304.0280
40989          2         285.9690
40995          1         -58.5270
40995          3         304.0310
40995          2         285.9640
41001          1         -57.9220
41001          3         304.0330
41001          2         285.9620
41007          1         -58.1360
41007          3         304.0530
41007          2         285.9600
41013          1         -58.3490
41013          3         304.0300
41013          2         285.9540
41019          1         -58.2600
41019          3         304.0500
41019          2         285.9610
41025          1         -58.9540
41025          3         304.0510
41025          2         285.9610
41031          1         -59.1500
41031          3         304.0370
41031          2         285.9500
41037          1         -58.1360
41037          3         304.0430
41037          2         285.9570
41043          1         -58.4380
41043          3         304.0150
41043          2         285.9630
41049          1         -58.1000
41049          3         304.0310
41049          2         285.9610
41055          1         -58.1360
41055          3         304.0060
41055          2         285.9630
41061          1         -58.1360
41061          3         304.0030
41061          2         285.9660
41067          1         -58.3140
41067          3         304.0150
41067          2         285.9630
41073          1         -58.3490
41073          3         304.0430
41073          2         285.9660
41079          1         -58.4380
41079          3         304.0070
41079          2         285.9570
41085          1         -58.3140
41085          3         304.0340
41085          2         285.9660
41091          1         -58.4740
41091          3         304.0030
41091          2         285.9660
41097          1         -58.1890
41097          3         304.0290
41097          2         285.9690
41103          1         -58.2250
41103          3         304.0000
41103          2         285.9550
41109          1         -58.0110
41109          3         304.0310
41109          2         285.9550
41115          1         -58.0470
41115          3         304.0140
41115          2         285.9690
41121          1         -58.1890
41121          3         304.0180
41121          2         285.9640
41127          1         -58.2600
41127          3         304.0380
41127          2         285.9660
41133          1         -58.4380
41133          3         304.0370
41133          2         285.9630
41139          1         -58.1360
41139          3         304.0340
41139          2         285.9650
41145          1         -58.1360
41145          3         304.0430
41145          2         285.9710
41151          1         -58.1360
41151          3         304.0090
41151          2         285.9550
41157          1         -58.0470
41157          3         304.0410
41157          2         285.9560
41163          1         -58.6870
41163          3         304.0360
41163          2         285.9630
41169          1         -58.4740
41169          3         304.0290
41169          2         285.9620
41175          1         -58.4740
41175          3         304.0280
41175          2         285.9540
41181          1         -58.1360
41181          3         304.0130
41181          2         285.9520
41187          1         -58.2600
41187          3         304.0300
41187          2         285.9460
41193          1         -58.1890
41193          3         304.0550
41193          2         285.9660
41199          1         -58.5270
41199          3         304.0350
41199          2         285.9690
41205          1         -58.4030
41205          3         304.0500
41205          2         285.9600
41211          1         -58.4030
41211          3         304.0130
41211          2         285.9590
41217          1         -58.4380
41217          3         303.9910
41217          2         285.9690
41223          1         -58.4030
41223          3         303.9990
41223          2         285.9600
41229          1         -58.4030
41229          3         304.0230
41229          2         285.9600
41235          1         -58.9540
41235          3         304.0230
41235          2         285.9640
41241          1         -57.9750
41241          3         304.0420
41241          2         285.9640
41247          1         -58.2250
41247          3         304.0500
41247          2         285.9610
41253          1         -58.5270
41253          3         304.0470
41253          2         285.9540
41259          1         -58.7410
41259          3         304.0510
41259          2         285.9560
41265          1         -58.6870
41265          3         304.0470
41265          2         285.9630
41271          1         -58.5270
41271          3         304.0560
41271          2         285.9460
41277          1         -58.2250
41277          3         304.0470
41277          2         285.9590
41283          1         -58.4030
41283          3         304.0490
41283          2         285.9610
41289          1         -58.3140
41289          3         304.0640
41289          2         285.9630
41295          1         -58.5630
41295          3         304.0350
41295          2         285.9500
41301          1         -58.6520
41301          3         304.0580
41301          2         285.9760
41307          1         -58.6870
41307          3         304.0380
41307          2         285.9510
41313          1         -58.3140
41313          3         304.0070
41313          2         285.9620
41319          1         -58.4740
41319          3         304.0380
41319          2         285.9530
41325          1         -58.6520
41325          3         304.0310
41325          2         285.9590
41331          1         -58.6520
41331          3         304.0300
41331          2         285.9610
41337          1         -58.3140
41337          3         304.0300
41337          2         285.9520
41343          1         -58.3140
41343          3         304.0400
41343          2         285.9660
41349          1         -58.6870
41349          3         304.0400
41349          2         285.9690
41355          1         -58.2600
41355          3         304.0410
41355          2         285.9530
41361          1         -59.1140
41361          3         304.0330
41361          2         285.9620
41367          1         -58.6870
41367          3         304.0090
41367          2         285.9620
41373          1         -58.4740
41373          3         304.0280
41373          2         285.9620
41379          1         -58.6520
41379          3         304.0300
41379          2         285.9690
41385          1         -58.4740
41385          3         304.0230
41385          2         285.9680
41391          1         -58.8650
41391          3         304.0460
41391          2         285.9740
41397          1         -58.4380
41397          3         304.0270
41397          2         285.9530
41403          1         -59.1140
41403          3         304.0220
41403          2         285.9630
41409          1         -59.1500
41409          3         304.0430
41409          2         285.9620
41415          1         -58.3490
41415          3         304.0220
41415          2         285.9600
41421          1         -58.4380
41421          3         304.0270
41421          2         285.9560
41427          1         -58.8650
41427          3         304.0480
41427          2         285.9760
41433          1         -58.7410
41433          3         304.0370
41433          2         285.9620
41439          1         -58.7760
41439          3         304.0340
41439          2         285.9590
41445          1         -58.5630
41445          3         304.0440
41445          2         285.9640
41451          1         -58.5270
41451          3         304.0360
41451          2         285.9630
41457          1         -59.2390
41457          3         304.0470
41457          2         285.9590
41463          1         -58.3140
41463          3         304.0120
41463          2         285.9720
41469          1         -58.6870
41469          3         304.0220
41469          2         285.9510
41475          1         -58.4030
41475          3         304.0540
41475          2         285.9640
41481          1         -58.8120
41481          3         304.0430
41481          2         285.9510
41487          1         -59.1140
41487          3         304.0430
41487          2         285.9710
41493          1         -58.9010
41493          3         304.0530
41493          2         285.9620
41499          1         -58.6520
41499          3         304.0270
41499          2         285.9690
41505          1         -58.9010
41505          3         304.0470
41505          2         285.9680
41511          1         -58.8120
41511          3         304.0450
41511          2         285.9630
41517          1         -58.8120
41517          3         304.0480
41517          2         285.9540
41523          1         -58.8120
41523          3         304.0460
41523          2         285.9660
41529          1         -59.1140
41529          3         304.0380
41529          2         285.9630
41535          1         -58.7410
41535          3         304.0460
41535          2         285.9690
41541          1         -58.7760
41541          3         304.0460
41541          2         285.9690
41547          1         -59.2920
41547          3         304.0540
41547          2         285.9690
41553          1         -59.1500
41553          3         304.0660
41553          2         285.9610
41559          1         -58.9900
41559          3         304.0430
41559          2         285.9600
41565          1         -58.8120
41565          3         304.0370
41565          2         285.9560
41571          1         -58.5270
41571          3         304.0290
41571          2         285.9620
41577          1         -58.9010
41577          3         304.0290
41577          2         285.9680
41583          1         -58.8120
41583          3         304.0440
41583          2         285.9570
41589          1         -58.6870
41589          3         304.0590
41589          2         285.9630
41595          1         -59.0250
41595          3         304.0330
41595          2         285.9630
41601          1         -58.7410
41601          3         304.0620
41601          2         285.9650
41607          1         -58.5630
41607          3         304.0580
41607          2         285.9650
41613          1         -58.7410
41613          3         304.0430
41613          2         285.9610
41619          1         -58.9010
41619          3         304.0480
41619          2         285.9690
41625          1         -58.8650
41625          3         304.0450
41625          2         285.9560
41631          1         -59.0250
41631          3         304.0370
41631          2         285.9560
41637          1         -58.6870
41637          3         304.0520
41637          2         285.9510
41643          1         -58.7760
41643          3         304.0500
41643          2         285.9610
41649          1         -59.2390
41649          3         304.0430
41649          2         285.9520
41655          1         -58.8120
41655          3         304.0650
41655          2         285.9560
41661          1         -58.7410
41661          3         304.0500
41661          2         285.9570
41667          1         -58.6870
41667          3         304.0520
41667          2         285.9520
41673          1         -58.6520
41673          3         304.0430
41673          2         285.9480
41679          1         -58.4740
41679          3         304.0470
41679          2         285.9530
41685          1         -58.7410
41685          3         304.0360
41685          2         285.9580
41691          1         -58.5630
41691          3         304.0400
41691          2         285.9400
41697          1         -58.8650
41697          3         304.0170
41697          2         285.9630
41703          1         -58.7760
41703          3         304.0480
41703          2         285.9550
41709          1         -58.9010
41709          3         304.0350
41709          2         285.9560
41715          1         -59.0250
41715          3         304.0170
41715          2         285.9540
41721          1         -59.4170
41721          3         304.0240
41721          2         285.9570
41727          1         -58.6870
41727          3         304.0370
41727          2         285.9520
41733          1         -58.7760
41733          3         304.0570
41733          2         285.9600
41739          1         -58.7410
41739          3         304.0360
41739          2         285.9620
41745          1         -58.4740
41745          3         304.0420
41745          2         285.9660
41751          1         -58.5270
41751          3         304.0400
41751          2         285.9650
41757          1         -59.0790
41757          3         304.0330
41757          2         285.9650
41763          1         -58.8650
41763          3         304.0400
41763          2         285.9560
41769          1         -58.8120
41769          3         304.0300
41769          2         285.9550
41775          1         -58.7410
41775          3         304.0480
41775          2         285.9610
41781          1         -58.7760
41781          3         304.0240
41781          2         285.9640
41787          1         -58.9010
41787          3         304.0290
41787          2         285.9590
41793          1         -58.8120
41793          3         304.0450
41793          2         285.9460
41799          1         -58.7410
41799          3         304.0600
41799          2         285.9590
41805          1         -58.8120
41805          3         304.0630
41805          2         285.9510
41811          1         -59.6300
41811          3         304.0550
41811          2         285.9550
41817          1         -58.6520
41817          3         304.0660
41817          2         285.9570
41823          1         -59.0250
41823          3         304.0500
41823          2         285.9630
41829          1         -58.9900
41829          3         304.0500
41829          2         285.9640
41835          1         -58.9540
41835          3         304.0540
41835          2         285.9570
41841          1         -58.9540
41841          3         304.0500
41841          2         285.9690
41847          1         -58.7760
41847          3         304.0090
41847          2         285.9580
41853          1         -58.9010
41853          3         304.0570
41853          2         285.9540
41859          1         -59.4520
41859          3         304.0530
41859          2         285.9620
41865          1         -59.4170
41865          3         304.0510
41865          2         285.9510
41871          1         -58.9010
41871          3         304.0420
41871          2         285.9460
41877          1         -59.0250
41877          3         304.0540
41877          2         285.9530
41883          1         -58.7410
41883          3         304.0460
41883          2         285.9630
41889          1         -58.8650
41889          3         304.0610
41889          2         285.9580
41895          1         -58.9900
41895          3         304.0510
41895          2         285.9510
41901          1         -59.1140
41901          3         304.0570
41901          2         285.9510
41907          1         -58.9900
41907          3         304.0600
41907          2         285.9690
41913          1         -59.2920
41913          3         304.0540
41913          2         285.9590
41919          1         -59.0250
41919          3         304.0290
41919          2         285.9510
41925          1         -59.2030
41925          3         304.0500
41925          2         285.9620
41931          1         -59.0790
41931          3         304.0430
41931          2         285.9620
41937          1         -58.5980
41937          3         304.0430
41937          2         285.9510
41943          1         -59.0250
41943          3         304.0530
41943          2         285.9550
41949          1         -59.4520
41949          3         304.0600
41949          2         285.9560
41955          1         -58.8120
41955          3         304.0460
41955          2         285.9560
41961          1         -59.1140
41961          3         304.0340
41961          2         285.9560
41967          1         -59.1500
41967          3         304.0540
41967          2         285.9550
41973          1         -59.4520
41973          3         304.0440
41973          2         285.9560
41979          1         -59.0790
41979          3         304.0380
41979          2         285.9560
41985          1         -59.1500
41985          3         304.0540
41985          2         285.9640
41991          1         -59.1500
41991          3         304.0520
41991          2         285.9580
41997          1         -59.1140
41997          3         304.0360
41997          2         285.9560
42003          1         -59.4520
42003          3         304.0060
42003          2         285.9640
42009          1         -59.1140
42009          3         303.9570
42009          2         285.9620
42015          1         -59.1500
42015          3         303.9540
42015          2         285.9630
42021          1         -59.1140
42021          3         303.9610
42021          2         285.9500
42027          1         -58.9540
42027          3         303.9760
42027          2         285.9600
42033          1         -59.2030
42033          3         303.9630
42033          2         285.9520
42039          1         -58.5980
42039          3         303.9980
42039          2         285.9580
42045          1         -59.0250
42045          3         303.9840
42045          2         285.9610
42051          1         -59.3630
42051          3         303.9910
42051          2         285.9690
42057          1         -59.2030
42057          3         303.9870
42057          2         285.9430
42063          1         -59.5060
42063          3         303.9990
42063          2         285.9560
42069          1         -59.1500
42069          3         304.0720
42069          2         285.9600
42075          1         -59.4170
42075          3         304.0720
42075          2         285.9630
42081          1         -59.0790
42081          3         304.0350
42081          2         285.9690
42087          1         -58.6870
42087          3         304.0310
42087          2         285.9560
42093          1         -59.4170
42093          3         304.0400
42093          2         285.9560
42099          1         -58.8120
42099          3         303.9840
42099          2         285.9560
42105          1         -59.3280
42105          3         303.9760
42105          2         285.9630
42111          1         -58.9900
42111          3         303.9850
42111          2         285.9590
42117          1         -59.1500
42117          3         303.9750
42117          2         285.9690
42123          1         -59.1140
42123          3         304.0090
42123          2         285.9530
42129          1         -58.9900
42129          3         304.0560
42129          2         285.9640
42135          1         -59.1500
42135          3         304.0670
42135          2         285.9560
42141          1         -59.1500
42141          3         304.0690
42141          2         285.9430
42147          1         -59.0250
42147          3         304.0120
42147          2         285.9420
42153          1         -59.5770
42153          3         303.9780
42153          2         285.9610
42159          1         -59.1500
42159          3         303.9990
42159          2         285.9460
42165          1         -58.8650
42165          3         303.9910
42165          2         285.9550
42171          1         -59.4520
42171          3         304.0270
42171          2         285.9690
42177          1         -59.4170
42177          3         304.0160
42177          2         285.9560
42183          1         -59.1500
42183          3         303.9660
42183          2         285.9560
42189          1         -59.0790
42189          3         303.9740
42189          2         285.9560
42195          1         -59.5060
42195          3         304.0650
42195          2         285.9620
42201          1         -59.3630
42201          3         304.0570
42201          2         285.9530
42207          1         -59.1500
42207          3         304.0720
42207          2         285.9690
42213          1         -59.2390
42213          3         304.0290
42213          2         285.9570
42219          1         -59.1140
42219          3         304.0340
42219          2         285.9620
42225          1         -58.9540
42225          3         304.0290
42225          2         285.9640
42231          1         -59.3630
42231          3         304.0430
42231          2         285.9570
42237          1         -59.4170
42237          3         304.0270
42237          2         285.9640
42243          1         -59.5060
42243          3         303.9870
42243          2         285.9580
42249          1         -59.5060
42249          3         303.9870
42249          2         285.9620
42255          1         -58.7410
42255          3         303.9680
42255          2         285.9620
42261          1         -59.2390
42261          3         304.0440
42261          2         285.9500
42267          1         -59.8790
42267          3         304.0310
42267          2         285.9620
42273          1         -58.8120
42273          3         304.0370
42273          2         285.9620
42279          1         -59.5060
42279          3         304.0270
42279          2         285.9600
42285          1         -59.5060
42285          3         304.0200
42285          2         285.9640
42291          1         -59.5060
42291          3         304.0380
42291          2         285.9620
42297          1         -59.5770
42297          3         304.0370
42297          2         285.9610
42303          1         -58.9900
42303          3         304.0430
42303          2         285.9620
42309          1         -59.3630
42309          3         304.0340
42309          2         285.9590
42315          1         -59.1140
42315          3         304.0210
42315          2         285.9590
42321          1         -59.5770
42321          3         304.0170
42321          2         285.9570
42327          1         -59.3630
42327          3         304.0250
42327          2         285.9560
42333          1         -59.0790
42333          3         304.0330
42333          2         285.9560
42339          1         -58.9540
42339          3         304.0090
42339          2         285.9590
42345          1         -59.4520
42345          3         304.0380
42345          2         285.9580
42351          1         -59.3630
42351          3         304.0370
42351          2         285.9560
42357          1         -59.6300
42357          3         304.0330
42357          2         285.9620
42363          1         -59.7900
42363          3         304.0080
42363          2         285.9600
42369          1         -59.3280
42369          3         304.0100
42369          2         285.9550
42375          1         -59.5410
42375          3         304.0460
42375          2         285.9580
42381          1         -59.3630
42381          3         304.0200
42381          2         285.9560
42387          1         -59.7550
42387          3         304.0460
42387          2         285.9600
42393          1         -59.5060
42393          3         304.0220
42393          2         285.9550
42399          1         -59.1140
42399          3         304.0380
42399          2         285.9380
42405          1         -59.4170
42405          3         304.0420
42405          2         285.9580
42411          1         -59.8790
42411          3         304.0250
42411          2         285.9680
42417          1         -58.9900
42417          3         304.0330
